Date,Open,High,Low,Close,Adj Close,Volume
2018-03-21,1436.250000,1442.150024,1425.000000,1428.375000,1247.927124,3907678
2018-03-22,1429.974976,1437.974976,1411.275024,1415.675049,1236.831299,2326094
2018-03-23,1401.000000,1417.050049,1399.025024,1409.074951,1231.065308,3654122
2018-03-26,1409.500000,1413.699951,1390.775024,1408.500000,1230.562866,2964210
2018-03-27,1412.500000,1431.500000,1411.525024,1423.849976,1243.973755,2494574
2018-03-28,1417.949951,1437.500000,1412.500000,1424.574951,1244.607056,6865654
2018-04-02,1420.000000,1457.000000,1420.000000,1454.824951,1271.035889,1662988
2018-04-03,1446.050049,1464.949951,1446.050049,1455.625000,1271.734375,1937290
2018-04-04,1464.724976,1467.000000,1446.000000,1455.449951,1271.581665,2841820
2018-04-05,1463.275024,1481.875000,1460.175049,1478.974976,1292.134521,1809424
2018-04-06,1477.000000,1480.000000,1463.275024,1475.150024,1288.793091,1129018
2018-04-09,1469.849976,1481.750000,1457.500000,1461.949951,1277.260376,1235866
2018-04-10,1462.849976,1478.625000,1462.849976,1468.800049,1283.245239,1184532
2018-04-11,1475.300049,1512.500000,1472.800049,1507.074951,1316.684326,3124416
2018-04-12,1505.000000,1575.000000,1503.974976,1569.625000,1371.332886,6114360
2018-04-13,1575.000000,1620.400024,1566.050049,1576.650024,1377.470093,8179118
2018-04-16,1558.000000,1599.974976,1555.375000,1593.824951,1392.475464,6270274
2018-04-17,1593.824951,1597.474976,1573.599976,1583.300049,1383.280151,3301724
2018-04-18,1583.000000,1596.724976,1572.925049,1579.550049,1380.004028,2433066
2018-04-19,1589.949951,1608.599976,1582.875000,1595.574951,1394.004272,4820952
2018-04-20,1625.000000,1711.175049,1620.000000,1701.224976,1486.307495,18465662
2018-04-23,1712.000000,1778.949951,1694.775024,1704.324951,1489.015991,15185910
2018-04-24,1705.000000,1721.574951,1671.250000,1692.824951,1478.968628,8314336
2018-04-25,1692.500000,1741.500000,1682.525024,1735.125000,1515.924805,8196574
2018-04-26,1733.500000,1780.000000,1733.500000,1769.625000,1546.066650,12135034
2018-04-27,1762.500000,1772.000000,1710.000000,1725.974976,1507.930908,4501330
2018-04-30,1725.974976,1774.500000,1718.800049,1766.050049,1542.943481,3458558
2018-05-02,1765.250000,1766.099976,1735.650024,1749.875000,1528.811768,3158046
2018-05-03,1754.900024,1763.000000,1735.199951,1740.925049,1520.992065,3761550
2018-05-04,1746.000000,1748.500000,1735.000000,1740.375000,1520.511353,2347244
2018-05-07,1745.000000,1745.000000,1705.449951,1710.474976,1494.388794,3484426
2018-05-08,1717.349976,1743.250000,1698.349976,1720.599976,1503.234985,2992820
2018-05-09,1720.099976,1747.375000,1720.099976,1744.650024,1524.246826,2615050
2018-05-10,1751.474976,1755.574951,1720.099976,1725.625000,1507.625000,3858678
2018-05-11,1727.099976,1742.500000,1721.250000,1728.474976,1510.114746,2627876
2018-05-14,1728.500000,1735.500000,1705.400024,1716.775024,1499.892822,2433894
2018-05-15,1725.000000,1747.900024,1716.849976,1741.199951,1521.232300,1952890
2018-05-16,1739.974976,1754.500000,1737.625000,1746.949951,1526.255981,1648450
2018-05-17,1756.474976,1766.574951,1738.000000,1745.900024,1525.338501,2968048
2018-05-18,1740.400024,1758.849976,1729.000000,1751.025024,1529.816406,1874996
2018-05-21,1764.349976,1796.000000,1759.025024,1778.375000,1553.711304,3446178
2018-05-22,1779.000000,1787.474976,1746.849976,1754.449951,1532.808472,1857416
2018-05-23,1762.500000,1772.500000,1740.500000,1747.550049,1526.780273,1507298
2018-05-24,1755.000000,1807.500000,1751.175049,1801.849976,1574.220337,2962316
2018-05-25,1812.500000,1837.400024,1786.275024,1792.900024,1566.401245,3769772
2018-05-28,1808.250000,1808.250000,1743.000000,1751.025024,1529.816406,3716798
2018-05-29,1764.949951,1772.000000,1744.000000,1761.750000,1539.186157,3525312
2018-05-30,1754.525024,1766.500000,1741.250000,1757.050049,1535.080200,3779106
2018-05-31,1734.000000,1759.050049,1726.099976,1741.050049,1533.758545,5049371
2018-06-01,1754.000000,1757.500000,1716.300049,1732.449951,1526.182495,1603856
2018-06-04,1745.000000,1749.000000,1712.599976,1744.250000,1536.577881,1681483
2018-06-05,1744.000000,1751.900024,1711.150024,1721.599976,1516.624390,2449568
2018-06-06,1723.000000,1734.900024,1715.199951,1725.750000,1520.280518,2236512
2018-06-07,1725.000000,1749.000000,1723.800049,1735.550049,1528.913818,2414762
2018-06-08,1735.000000,1757.300049,1735.000000,1747.099976,1539.088257,2582138
2018-06-11,1747.099976,1763.000000,1743.000000,1749.699951,1541.378662,2179378
2018-06-12,1757.000000,1785.000000,1753.000000,1781.000000,1568.952148,4608875
2018-06-13,1816.000000,1831.650024,1798.000000,1824.099976,1606.920898,5370983
2018-06-14,1830.000000,1832.300049,1784.000000,1787.550049,1574.722168,3819998
2018-06-15,1800.000000,1847.099976,1788.599976,1840.050049,1620.971313,9183574
2018-06-18,1867.949951,1867.949951,1822.150024,1829.000000,1611.236938,4674987
2018-06-19,1822.150024,1839.000000,1821.000000,1824.500000,1607.272949,3245034
2018-06-20,1832.000000,1836.300049,1818.599976,1822.449951,1605.467041,3107695
2018-06-21,1832.000000,1832.000000,1817.599976,1819.349976,1602.736206,2910659
2018-06-22,1827.000000,1827.000000,1799.550049,1809.800049,1594.323242,2949458
2018-06-25,1811.900024,1822.349976,1806.000000,1819.250000,1602.647827,2083217
2018-06-26,1823.000000,1861.000000,1821.000000,1852.000000,1631.498657,4679712
2018-06-27,1860.000000,1885.150024,1851.250000,1858.000000,1636.784668,4081208
2018-06-28,1865.000000,1871.000000,1826.300049,1842.699951,1623.305908,4888125
2018-06-29,1844.900024,1867.400024,1842.300049,1847.750000,1627.755371,3506276
2018-07-02,1852.000000,1857.800049,1841.099976,1851.349976,1630.926270,2650290
2018-07-03,1859.949951,1879.900024,1857.050049,1874.050049,1650.923706,3242233
2018-07-04,1879.900024,1879.900024,1857.150024,1866.150024,1643.963867,2700614
2018-07-05,1873.000000,1887.500000,1862.099976,1880.300049,1656.429565,2472571
2018-07-06,1882.849976,1921.000000,1881.650024,1912.949951,1685.191895,3713781
2018-07-09,1924.000000,1924.400024,1876.500000,1883.000000,1658.807495,6151747
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1651.848267,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1744.170898,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1736.638916,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1745.228149,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1752.363770,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,1767.325562,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,1765.648560,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1749.009399,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1762.427002,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,1770.415161,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1764.545410,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1749.097656,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1734.267944,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1715.775146,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1716.525635,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1712.641602,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1744.684082,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1719.880005,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1747.287964,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1743.845459,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1736.607300,1353521
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1742.477051,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1742.786255,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1759.337158,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,1765.560425,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,1768.561646,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,1772.930542,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,1776.682373,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,1774.210571,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,1781.008057,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,1796.411255,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,1803.384399,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,1810.358032,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,1826.511597,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,1828.983521,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,1838.163452,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,1834.632690,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,1812.123291,1439711
2018-09-04,2059.800049,2104.750000,2056.949951,2098.899902,1852.728271,4420803
2018-09-05,2100.000000,2107.250000,2075.050049,2079.250000,1835.382935,1681106
2018-09-06,2075.000000,2081.500000,2060.300049,2075.300049,1831.896484,2238097
2018-09-07,2079.300049,2084.000000,2065.399902,2079.850098,1835.912598,1312182
2018-09-10,2084.399902,2093.399902,2074.250000,2080.750000,1836.706787,1530539
2018-09-11,2089.000000,2089.000000,2042.199951,2046.250000,1806.253418,3679745
2018-09-12,2052.350098,2068.899902,2040.000000,2043.949951,1804.222778,2307661
2018-09-14,2044.000000,2071.550049,2018.150024,2065.399902,1823.157471,3642038
2018-09-17,2070.000000,2077.800049,2054.550049,2074.149902,1830.881104,1033857
2018-09-18,2073.000000,2078.800049,2057.600098,2070.750000,1827.880249,1456507
2018-09-19,2071.899902,2089.000000,2066.850098,2077.899902,1834.191040,1301268
2018-09-21,2077.000000,2121.000000,2050.149902,2103.149902,1856.479614,4508530
2018-09-24,2115.000000,2210.500000,2098.149902,2198.449951,1940.602539,3032226
2018-09-25,2204.899902,2211.899902,2153.800049,2183.199951,1927.140869,2868778
2018-09-26,2187.000000,2199.000000,2135.100098,2142.149902,1890.905518,1970951
2018-09-27,2141.899902,2209.699951,2135.800049,2188.850098,1932.128784,3311802
2018-09-28,2178.000000,2190.000000,2158.850098,2183.699951,1927.582642,2904371
2018-10-01,2190.899902,2275.949951,2190.350098,2255.550049,1991.005493,3772208
2018-10-03,2250.300049,2255.000000,2155.600098,2162.850098,1909.177612,3902322
2018-10-04,2156.600098,2156.649902,2056.350098,2064.800049,1822.627686,4762419
2018-10-05,2050.000000,2120.000000,2020.900024,2102.649902,1856.038940,3417624
2018-10-08,2102.649902,2122.199951,2048.149902,2077.550049,1833.882202,2010154
2018-10-09,2080.350098,2107.649902,2053.199951,2091.800049,1846.460815,1867130
2018-10-10,2100.000000,2105.949951,2029.000000,2043.599976,1803.914185,2749573
2018-10-11,1985.000000,2013.000000,1941.000000,1979.949951,1747.729492,4700256
2018-10-12,1978.000000,1978.000000,1903.000000,1918.300049,1693.310303,9373289
2018-10-15,1940.000000,1955.550049,1920.000000,1949.500000,1720.850586,2638151
2018-10-16,1958.000000,1971.900024,1935.000000,1962.300049,1732.149536,2815425
2018-10-17,1970.000000,1989.000000,1920.000000,1929.400024,1703.108643,2779207
2018-10-19,1929.000000,1929.000000,1870.050049,1913.199951,1688.808105,3428776
2018-10-22,1914.000000,1916.000000,1886.949951,1903.000000,1679.804688,1778496
2018-10-23,1888.000000,1898.000000,1837.000000,1843.650024,1630.843628,2752811
2018-10-24,1852.050049,1874.000000,1811.099976,1848.500000,1635.133911,2735913
2018-10-25,1844.000000,1876.900024,1825.050049,1853.000000,1639.114136,2507233
2018-10-26,1853.900024,1853.900024,1791.099976,1799.099976,1591.435547,2285970
2018-10-29,1808.699951,1877.949951,1784.349976,1871.000000,1655.036499,2609483
2018-10-30,1867.000000,1909.400024,1845.000000,1894.800049,1676.089478,2404883
2018-10-31,1900.000000,1943.900024,1875.449951,1938.150024,1714.435669,2769190
2018-11-01,1943.650024,1944.349976,1901.300049,1935.750000,1712.312744,2769759
2018-11-02,1934.199951,1954.599976,1905.000000,1913.449951,1692.586670,1818635
2018-11-05,1910.000000,1927.349976,1884.750000,1890.849976,1672.595215,1713366
2018-11-06,1894.000000,1937.500000,1891.000000,1932.699951,1709.614624,1398710
2018-11-07,1940.000000,1949.000000,1937.000000,1942.150024,1717.974243,144530
2018-11-09,1961.000000,1961.949951,1905.000000,1909.199951,1688.827393,2570479
2018-11-12,1908.500000,1946.099976,1908.500000,1914.849976,1693.825073,2552008
2018-11-13,1915.000000,1939.000000,1903.000000,1934.949951,1711.605225,1418432
2018-11-14,1925.000000,1929.900024,1870.000000,1880.650024,1663.572876,2422318
2018-11-15,1864.000000,1899.000000,1857.599976,1872.849976,1656.673340,1829123
2018-11-16,1889.000000,1899.800049,1870.250000,1886.599976,1668.836182,1829729
2018-11-19,1899.000000,1907.349976,1864.300049,1902.449951,1682.856201,1740628
2018-11-20,1902.000000,1902.000000,1874.199951,1878.250000,1661.449829,1190182
2018-11-21,1871.000000,1871.050049,1798.550049,1812.000000,1602.846802,3840461
2018-11-22,1820.000000,1847.599976,1809.949951,1812.550049,1603.333374,3194219
2018-11-26,1819.000000,1860.000000,1784.500000,1846.099976,1633.010742,4333177
2018-11-27,1854.000000,1897.900024,1835.349976,1890.250000,1672.064697,3344839
2018-11-28,1889.000000,1989.000000,1882.500000,1983.900024,1754.905151,5313249
2018-11-29,1997.000000,1997.000000,1942.550049,1960.550049,1734.250000,4035441
2018-11-30,1966.000000,1991.000000,1959.849976,1968.250000,1741.061157,5268901
2018-12-03,1984.000000,1990.000000,1968.300049,1982.400024,1753.578003,1610576
2018-12-04,1983.000000,2019.400024,1971.000000,2010.849976,1778.744385,3270615
2018-12-05,2006.000000,2018.000000,1985.000000,2006.750000,1775.117432,2501539
2018-12-06,1998.000000,2017.000000,1979.599976,1992.699951,1762.689087,2321216
2018-12-07,1985.050049,2003.900024,1973.000000,1995.199951,1764.900269,1680420
2018-12-10,1975.000000,2011.000000,1960.000000,1975.800049,1747.739990,2010786
2018-12-11,1970.000000,2010.000000,1961.000000,2000.000000,1769.146484,2942014
2018-12-12,2001.099976,2022.000000,1984.949951,2016.800049,1784.007324,2219993
2018-12-13,2024.000000,2029.699951,1974.500000,1982.599976,1753.755371,3748429
2018-12-14,1983.000000,1998.949951,1975.250000,1989.750000,1760.079590,2473761
2018-12-17,1999.000000,2004.900024,1985.000000,1994.300049,1764.104492,1227921
2018-12-18,1991.900024,2002.000000,1976.400024,1987.849976,1758.399170,1768742
2018-12-19,1984.800049,1984.800049,1960.050049,1968.449951,1741.238281,2498833
2018-12-20,1953.800049,1974.900024,1946.000000,1954.050049,1728.500366,1940277
2018-12-21,1948.000000,1950.000000,1886.550049,1895.800049,1676.973999,3729956
2018-12-24,1905.800049,1938.900024,1905.000000,1918.500000,1697.053833,1864116
2018-12-26,1921.800049,1921.800049,1870.250000,1889.199951,1671.135742,2446614
2018-12-27,1909.000000,1941.699951,1872.099976,1908.949951,1688.606201,4968201
2018-12-28,1915.000000,1920.000000,1893.000000,1896.050049,1677.194946,2239130
2018-12-31,1908.000000,1909.000000,1886.150024,1893.050049,1674.541626,1879740
2019-01-01,1896.000000,1910.000000,1885.000000,1902.800049,1683.166138,1094883
2019-01-02,1905.000000,1934.449951,1900.000000,1923.300049,1701.299683,2100463
2019-01-03,1919.000000,1944.949951,1893.099976,1899.949951,1680.644775,2611668
2019-01-04,1900.000000,1901.199951,1841.000000,1876.849976,1660.211060,4280862
2019-01-07,1891.800049,1908.800049,1881.000000,1897.900024,1678.831543,1856423
2019-01-08,1905.400024,1906.400024,1883.300049,1893.550049,1674.983643,1691756
2019-01-09,1907.400024,1919.000000,1866.699951,1886.949951,1669.145630,2414376
2019-01-10,1890.000000,1905.000000,1872.099976,1888.550049,1670.561157,3053461
2019-01-11,1870.000000,1875.000000,1835.000000,1842.550049,1629.870239,9209862
2019-01-14,1850.000000,1851.000000,1810.000000,1813.250000,1603.952637,3615370
2019-01-15,1810.000000,1869.349976,1808.000000,1867.800049,1652.206055,7711653
2019-01-16,1870.000000,1875.000000,1847.000000,1870.150024,1654.284668,2359280
2019-01-17,1878.000000,1898.000000,1871.300049,1894.300049,1679.238892,2625816
2019-01-18,1881.000000,1904.199951,1876.000000,1900.650024,1684.867920,1683728
2019-01-21,1902.000000,1932.000000,1895.449951,1908.699951,1692.003540,2409803
2019-01-22,1907.099976,1918.250000,1890.000000,1901.900024,1685.976318,2457093
2019-01-23,1901.000000,1906.099976,1870.000000,1875.599976,1662.661743,2578169
2019-01-24,1884.800049,1905.250000,1875.000000,1901.550049,1685.665771,1962927
2019-01-25,1902.000000,1935.000000,1901.000000,1920.800049,1702.730347,2327080
2019-01-28,1933.000000,1962.000000,1925.500000,1955.000000,1733.047607,2769033
2019-01-29,1962.000000,1989.050049,1936.650024,1982.750000,1757.647217,2557626
2019-01-30,1979.599976,1989.500000,1954.650024,1981.400024,1756.450439,2429575
2019-01-31,1987.000000,2019.750000,1985.000000,2014.099976,1785.437988,4094319
2019-02-01,2009.500000,2034.750000,1998.099976,2029.949951,1799.488403,3064163
2019-02-04,2029.949951,2055.449951,2023.000000,2050.250000,1817.483643,1590764
2019-02-05,2050.000000,2055.000000,2028.000000,2044.550049,1812.430786,1111404
2019-02-06,2049.899902,2086.850098,2041.050049,2074.800049,1839.246338,1789812
2019-02-07,2074.750000,2097.949951,2067.000000,2082.899902,1846.427002,1339945
2019-02-08,2075.000000,2089.500000,2051.000000,2061.399902,1827.367920,1684474
2019-02-11,2060.000000,2096.000000,2048.899902,2065.899902,1831.357056,1778730
2019-02-12,2070.000000,2070.000000,2018.000000,2051.600098,1818.680542,2422903
2019-02-14,2060.050049,2075.000000,2033.050049,2044.599976,1812.475220,1724085
2019-02-15,2049.000000,2052.000000,2010.949951,2029.699951,1799.266357,1930065
2019-02-18,2037.599976,2041.949951,1962.650024,1970.300049,1746.610596,2942184
2019-02-19,1970.000000,1971.000000,1892.000000,1904.800049,1688.547363,4408554
2019-02-20,1915.000000,1933.800049,1881.300049,1914.750000,1697.366821,4645778
2019-02-21,1914.750000,1940.000000,1897.050049,1914.199951,1696.879395,4683919
2019-02-22,1917.199951,1930.000000,1905.099976,1925.650024,1707.029541,2271955
2019-02-25,1932.500000,1990.000000,1930.500000,1985.150024,1759.774658,2934880
2019-02-26,1984.000000,2045.150024,1972.250000,2038.699951,1807.244751,6453309
2019-02-27,2040.000000,2074.949951,2022.000000,2058.100098,1824.442505,4732082
2019-02-28,2060.000000,2071.350098,1977.599976,1983.449951,1758.267700,8454295
2019-03-01,1995.050049,2005.000000,1980.349976,1995.400024,1768.860840,4148548
2019-03-05,2005.000000,2007.000000,1976.599976,1988.099976,1762.389648,2449622
2019-03-06,1989.300049,2015.000000,1985.050049,1999.599976,1772.583984,2635047
2019-03-07,2005.000000,2024.050049,2000.199951,2013.300049,1784.728638,2539884
2019-03-08,2025.000000,2033.000000,2010.050049,2022.699951,1793.061401,2031071
2019-03-11,2028.900024,2033.000000,2003.650024,2014.800049,1786.058594,3111689
2019-03-12,2014.050049,2024.800049,2003.000000,2012.449951,1783.975098,2658550
2019-03-13,2013.000000,2015.900024,1978.599976,2000.500000,1773.381958,1833163
2019-03-14,2004.949951,2007.800049,1981.000000,1987.400024,1761.769287,1905495
2019-03-15,1998.900024,2068.949951,1991.000000,2039.949951,1808.352905,5184318
2019-03-18,2043.000000,2064.600098,2011.000000,2022.800049,1793.150391,2349915
2019-03-19,2030.000000,2030.000000,1995.099976,2022.800049,1793.150391,2373993
2019-03-20,2028.000000,2044.800049,2000.000000,2015.050049,1786.280029,3091165
2019-03-22,2015.000000,2016.000000,1983.300049,2005.650024,1777.947266,3148149
2019-03-25,2007.800049,2007.800049,1977.199951,1984.250000,1758.976807,2429205
2019-03-26,1984.000000,1994.949951,1958.050049,1982.650024,1757.558716,2316539
2019-03-27,1994.000000,1998.000000,1961.000000,1967.900024,1744.482788,2266166
2019-03-28,1980.000000,2014.599976,1972.800049,2000.300049,1773.204590,4054489
2019-04-01,2010.000000,2039.949951,2008.250000,2031.650024,1800.995605,2095740
2019-04-02,2037.099976,2086.000000,2037.000000,2079.300049,1843.235352,3719663
2019-04-03,2085.000000,2089.600098,2058.100098,2079.300049,1843.235352,2939886
2019-04-04,2078.149902,2079.699951,2007.400024,2014.500000,1785.792603,4397518
2019-04-05,2028.650024,2054.399902,2018.800049,2048.300049,1815.755005,3152103
2019-04-08,2059.000000,2075.000000,2032.699951,2070.750000,1835.656372,2194294
2019-04-09,2070.000000,2098.000000,2057.649902,2091.500000,1854.050781,2690970
2019-04-10,2083.000000,2085.500000,2036.000000,2040.250000,1808.619019,3313062
2019-04-11,2045.000000,2055.000000,2013.650024,2019.500000,1790.224854,3422442
2019-04-12,2038.000000,2039.000000,2007.000000,2014.500000,1785.792603,3198471
2019-04-15,2070.000000,2119.800049,2041.000000,2113.300049,1873.375610,9189201
2019-04-16,2120.000000,2155.949951,2115.550049,2131.800049,1889.775391,5771952
2019-04-18,2149.899902,2155.000000,2114.199951,2150.050049,1905.953613,3413728
2019-04-22,2148.000000,2176.000000,2145.600098,2161.449951,1916.059204,2007135
2019-04-23,2163.000000,2165.500000,2134.050049,2155.050049,1910.385254,2163524
2019-04-24,2158.000000,2195.000000,2156.100098,2183.449951,1935.560913,3003071
2019-04-25,2175.000000,2205.000000,2168.050049,2195.000000,1945.799927,4211526
2019-04-26,2203.000000,2243.949951,2193.149902,2238.550049,1984.406250,2716958
2019-04-30,2238.550049,2266.949951,2230.100098,2260.350098,2003.731079,3488395
2019-05-02,2255.000000,2259.399902,2211.100098,2215.399902,1963.884277,2457699
2019-05-03,2185.000000,2186.050049,2125.000000,2132.000000,1889.952393,3780886
2019-05-06,2110.000000,2165.000000,2108.500000,2157.850098,1912.867798,2891422
2019-05-07,2160.050049,2184.350098,2138.800049,2151.949951,1907.637451,2201698
2019-05-08,2151.000000,2168.000000,2130.399902,2152.850098,1908.435791,1824895
2019-05-09,2145.000000,2184.100098,2136.100098,2172.550049,1925.898804,2264162
2019-05-10,2175.000000,2192.000000,2125.850098,2135.800049,1893.321289,2039633
2019-05-13,2133.000000,2167.000000,2121.649902,2128.750000,1887.071655,1701744
2019-05-14,2135.000000,2159.800049,2072.350098,2092.350098,1854.804077,2456110
2019-05-15,2097.000000,2124.000000,2084.500000,2095.399902,1857.507690,2346876
2019-05-16,2096.000000,2124.000000,2077.050049,2108.750000,1869.341797,1946529
2019-05-17,2112.600098,2135.000000,2090.000000,2095.449951,1857.551758,1947908
2019-05-20,2125.000000,2151.399902,2050.000000,2143.949951,1900.546021,2625116
2019-05-21,2148.050049,2148.699951,2102.550049,2109.750000,1870.228882,1863157
2019-05-22,2110.000000,2121.949951,2075.000000,2081.750000,1845.407715,2595795
